DATE SYM Y X1 X2 e1 e2
3017 A -1.4985 -2.4468 0.81701 -0.75206 -2.9805
3018 A 7.7868 -0.83575 0.11079 10.473 1.7052
3019 A -7.7781 -1.6643 1.1282 -8.5611 -5.9265
3020 A -8.6688 0.56013 2.6377 -11.624 -2.3801
3021 A -4.037 -0.55904 -0.2396 -4.4132 -3.0594
3022 A -5.0157 1.2447 0.98696 -8.5156 2.736
3023 A 9.3251 -0.19236 0.22376 10.912 5.6947
3024 A -8.3749 1.375 0.67527 -2.7836 -21.834
3025 A -4.5573 1.7135 0.25649 -7.7454 2.5142
3026 A -1.3857 0.4806 -0.81312 -2.0382 0.18089
3027 A -7.9827 0.62613 -0.57439 -11.656 0.51364
3028 A -4.1562 0.20954 0.7997 -4.8508 -2.7388
3029 A -3.5811 0.43902 0.62641 -9.6841 10.451
3030 A -4.2965 0.36773 -0.50765 -3.2556 -6.7378
3031 A 0.61605 -0.84396 -0.98621 -2.6269 8.4939
3032 A -2.9707 -0.24198 -0.1654 -5.5122 3.0026
3033 A -1.5083 -1.7196 -0.58295 1.9856 -9.2885
3034 A -0.82383 -1.2565 -0.36757 0.63998 -3.9749
3035 A -2.3207 0.10471 -0.62726 -1.7505 -3.5833
3036 A -0.31183 0.94957 -0.069245 -2.8129 5.3743
3037 A -4.7298 -1.1098 1.1217 -7.9072 2.6428
3038 A -2.7109 -0.44652 0.071268 -1.4487 -5.616
3039 A 2.1726 -2.0783 -0.15826 5.2949 -4.7208
3040 A -6.025 0.52296 0.71093 -1.0836 -17.811
3041 A 3.0299 -0.011617 0.59382 3.7546 1.2671
3042 A -4.2906 0.87364 -1.076 -5.9353 -0.45494
3043 A -11.91 -0.64813 -0.58237 -15.26 -3.988
3044 A -6.8055 2.0679 -1.5622 0.53508 -24.075
3045 A -3.1063 -1.8868 -0.69133 -7.5202 7.5975
3046 A 2.6736 -0.020685 0.80886 2.8363 2.1846
3047 A -3.8225 1.1354 1.0895 -4.7557 -2.0487
3048 A -8.3091 1.4771 -0.36102 -10.135 -4.3041
3049 A -0.53498 -1.5462 1.4621 -3.9605 7.4674
3050 A -4.4138 1.0919 0.77522 -13.478 16.386
3051 A -4.5122 1.0328 -1.0652 -8.3017 4.2975
3052 A 2.6232 1.4125 1.8042 2.1874 3.1248
3053 A 0.11788 -0.1166 -0.92782 3.1549 -6.7929
3054 A -14.992 -1.6615 0.84099 -20.862 -1.2818
3055 A -1.2731 -1.2726 0.79578 4.6813 -15.098
3056 A -0.61512 0.58258 0.086873 5.0496 -13.95
3057 A 2.3438 -0.99067 -0.70995 5.6944 -5.1707
3058 A -2.51 1.6473 -0.74117 0.65002 -10.056
3059 A 0.045139 1.4054 1.4073 1.3005 -3.3536
3060 A -5.9801 1.0315 -1.3225 -14.145 13.071
3061 A 5.7759 -0.94018 -0.34483 10.605 -5.2283
3062 A 5.5878 1.4135 0.67046 2.7016 12.021
3063 A -3.9429 1.3588 -0.54478 -0.88626 -11.244
3064 A -2.082 -0.32024 -0.22981 2.6395 -13.024
3065 A 0.29233 -0.018854 -0.25935 -0.90738 3.1406
3066 A -0.17325 0.459 0.77771 2.6136 -6.884
3067 A -5.3922 0.38432 0.48749 -0.89648 -16.073
3068 A -1.3211 0.34557 -0.5107 -13.424 26.935
3069 A 2.7899 -0.59223 -1.7553 6.971 -6.5504
3070 A 0.10757 0.53422 0.19263 5.5201 -12.642
3071 A -1.341 0.0014272 -0.77579 2.2731 -9.6556
3072 A -0.28007 0.91906 0.88435 -0.68773 0.36746
3073 A -5.9526 1.6333 0.58822 -7.5392 -2.6714
3074 A 1.6635 -1.5775 -0.83976 1.0811 3.4401
3075 A 3.1316 1.5582 -0.8105 -2.2918 15.688
3076 A -8.9795 0.47852 1.0518 -10.323 -6.1758
3077 A 4.0963 -0.365 0.67726 5.3139 1.2373
3078 A 7.2087 0.98655 -0.69589 10.045 0.60178
3079 A -3.5336 0.41222 1.0473 -9.8691 10.976
3080 A -10.554 0.72638 -0.614 -14.26 -2.0128
3081 A -4.7499 -2.3659 0.76466 -1.6777 -11.691
3082 A 19.008 -1.4527 1.4905 25.863 3.1649
3083 A 4.595 -0.0080018 0.15243 7.295 -1.6908
3084 A 3.4387 -0.43802 -0.63433 5.4653 -1.082
3085 A 4.7795 -2.1164 1.4639 6.9908 -0.23133
3086 A -0.38078 0.4093 1.1233 -1.78 2.6248
3087 A -5.4167 -0.094025 1.2611 -6.9045 -2.1857
3088 A 7.5964 0.38559 0.72419 11.895 -2.5563
3089 A 12.758 -0.50291 -0.073927 15.704 6.0859
3090 A 15.017 0.40001 -1.3375 25.419 -8.9725
3091 A -3.0674 0.78382 1.6034 -8.4411 9.0466
3092 A -5.4389 1.1077 1.0273 -6.1372 -4.2118
3093 A -3.1702 0.023836 0.82983 -7.0704 5.7609
3094 A -5.7504 1.1119 0.45624 -5.9067 -5.6957
3095 A -7.0386 -1.0958 1.429 -6.0595 -9.4378
3096 A -9.5985 1.3595 -1.1655 -7.6664 -14.219
3097 A -11.541 -2.6627 0.19666 -9.0308 -17.083
3098 A 4.2148 1.3301 0.92115 -0.044319 13.812
3099 A 7.8771 0.090501 -1.7131 8.5741 6.5877
3100 A 2.5174 -1.3854 0.6653 3.257 0.93297
3101 A -1.4766 2.0596 -0.6976 -0.80228 -3.2898
3102 A -1.7574 -1.1814 1.4365 0.0028659 -5.9219
3103 A 17.607 1.5462 -0.098039 20.225 11.406
3104 A -7.984 0.4494 0.40219 -10.026 -3.4276
3105 A 1.0196 0.56368 1.0306 -0.45078 4.1925
3106 A 1.3714 -0.05608 -1.082 6.613 -10.657
3107 A -2.9327 0.54522 1.4349 -3.7805 -1.3101
3108 A 1.9464 0.6416 -0.14773 3.2243 -1.1018
3109 A 9.2902 -0.415 -0.029533 1.8873 26.716
3110 A 1.2085 -0.11582 -0.56181 4.8648 -7.1993
3111 A -3.5479 -0.60988 0.30538 -6.2468 2.7709
3112 A 13.557 -1.1424 -0.75935 24.34 -11.17
3113 A 3.9029 0.48729 -0.18634 5.2537 0.73332
3114 A 3.0308 -0.77736 -0.6665 3.094 3.1499
3115 A 5.2006 -1.8858 -0.6042 4.4346 7.4475
3116 A -4.2824 0.1781 -2.2605 -3.1236 -6.6742
3117 A -7.7213 -1.4303 1.3333 -10.027 -2.3884
3118 A -5.1048 -0.8393 1.6782 -5.6615 -3.989
3119 A 4.6199 -0.48004 -0.17303 -0.73134 17.254
3120 A -6.274 2.1311 1.7001 -3.3733 -13.735
3121 A 9.118 0.14455 -1.1189 14.684 -3.6313
3122 A 9.0623 1.1088 1.03 15.778 -6.8888
3123 A 3.6603 0.11296 0.81967 1.6645 8.192
3124 A -6.3973 0.69405 0.69843 -2.6891 -15.336
3125 A 3.9441 -1.1357 1.5953 6.3074 -1.614
3126 A -0.079733 -1.9295 -0.0017968 3.9696 -9.2063
3127 A 1.0537 -0.12599 -1.4991 5.092 -8.0885
3128 A -11.034 -2.0623 -0.17125 -8.3896 -16.923
3129 A 12.279 -0.078868 -1.3847 11.289 14.938
3130 A -6.3089 -1.4193 0.43541 -6.2025 -6.4455
3131 A 0.49953 1.9681 0.97684 -3.6776 9.7584
3132 A -1.9302 1.1831 0.76844 -1.1094 -4.1875
3133 A 5.012 -1.4316 -1.6251 3.1435 9.9246
3134 A 3.5868 -0.21972 -0.79432 9.0648 -8.9958
3135 A 5.5037 -0.67395 0.13991 9.9876 -4.8235
3136 A -1.5202 -0.6635 -0.052889 1.6391 -8.7849
3137 A 10.892 -0.0054802 -2.4845 11.204 10.67
3138 A -6.0459 -0.43949 -0.29717 -10.231 3.7922
3139 A -4.977 0.76748 -0.99353 -3.2531 -9.0031
3140 A 1.873 0.88673 1.0913 5.151 -6.0904
3141 A -8.7681 2.3789 -0.97437 -10.458 -5.1328
3142 A 3.8087 0.77043 -0.12104 3.7671 3.829
3143 A 18.052 1.1117 -1.1184 24.759 2.5538
3144 A 16.6 0.68179 1.4406 14.188 22.01
3145 A 1.4207 0.34952 -0.27488 5.7114 -8.5914
3146 A -0.45878 1.4587 -2.0436 2.0024 -6.1077
3147 A -6.7528 -2.7674 -1.144 -9.9273 1.2514
3148 A 9.2864 -0.6532 1.4305 9.9253 7.7432
3149 A 3.1994 -0.31078 0.43477 3.1661 3.2831
3150 A 1.9035 -0.25807 -0.62578 0.68537 4.9095
3151 A -13.162 -1.5975 1.6117 -19.845 2.3198
3152 A 4.3277 -0.88121 -0.031992 2.3613 9.1048
3153 A 5.1899 -2.6785 -1.2393 3.786 9.1639
3154 A -7.3091 1.0743 0.26065 -11.845 2.9917
3155 A -3.4036 1.0266 2.5638 -2.9337 -5.1282
3156 A -5.5979 -0.61903 -0.56864 -13.384 12.72
3157 A -1.9048 -0.7687 0.21463 -5.1133 5.6584
3158 A 8.5106 0.52463 2.0072 12.98 -2.271
3159 A 1.88 -0.61446 -1.5037 6.7838 -9.1925
3160 A 12.638 0.82459 -1.6139 16.117 4.7584
3161 A 5.0151 -2.0525 0.081989 5.8666 3.3995
3162 A -5.1763 1.1318 -0.43349 0.63101 -18.887
3163 A 2.9145 -1.0145 -0.23714 -2.9118 16.743
3164 A -4.8332 0.75188 0.041751 -12.608 13.134
3165 A -7.6542 -0.31031 1.0629 -12.766 4.0826
3166 A -8.4373 -1.048 -0.5786 -15.182 7.5016
3167 A -4.6372 -0.83215 0.71354 -3.1576 -8.1085
3168 A 3.7041 1.2752 0.096807 2.0476 7.371
3169 A 3.3338 -0.058434 1.6213 8.6493 -9.3023
3170 A 9.8957 1.0975 0.0039723 10.478 8.4349
3171 A -6.7989 0.16005 -0.22946 -7.1252 -6.0826
3172 A 0.27066 -0.80016 -0.94276 2.0796 -3.6567
3173 A -1.5737 -0.7507 0.60965 -1.5792 -1.5505
3174 A -2.4727 -0.11414 1.1246 -4.1963 1.3598
3175 A -0.37209 -1.0819 -0.73199 4.0539 -10.399
3176 A 2.044 0.058424 0.43831 -0.22332 7.2687
3177 A -2.5953 1.6638 -0.68371 -4.2193 1.0086
3178 A -10.668 0.024513 -0.045809 -10.355 -11.482
3179 A -24.623 -1.7028 -0.51924 -31.913 -7.4458
3180 A 30.013 -0.045793 0.49909 46.126 -7.4097
3181 A 2.2181 0.21102 0.024753 -1.3875 10.61
3182 A 2.7304 -0.56623 0.49206 4.7073 -1.847
3183 A 5.114 -0.72227 1.0289 0.97821 14.756
3184 A -2.0166 -0.51849 -0.57656 2.1171 -11.496
3185 A -0.11846 1.7935 0.49837 -0.44747 0.2653
3186 A -1.2855 0.20189 0.56655 -4.5858 6.276
3187 A -4.5033 0.21581 -0.9906 -2.5445 -8.982
3188 A 5.8132 0.29514 -0.03989 6.7422 3.6517
3189 A -0.085669 0.044782 1.3128 -0.035801 -0.42958
3190 A 1.2849 0.4066 -1.5239 1.7172 0.47346
3191 A 0.27251 1.3955 -0.4477 -2.8499 7.402
3192 A 2.216 1.0634 -0.04444 6.3481 -7.5774
3193 A -6.2538 0.93717 -0.088079 -11.324 5.3818
3194 A -10.65 -1.0703 -1.11 -1.8021 -31.02
3195 A 9.0142 -3.0473 2.397 9.117 8.9582
3196 A -14.779 -0.48837 -0.54234 -17.111 -9.289
3197 A -10.169 -2.1159 -0.038324 -10.566 -8.9677
3198 A 0.062038 0.84444 1.6996 3.4494 -8.2664
3199 A -7.2273 1.6293 0.49071 -12.834 5.4407
3200 A -4.1553 1.565 0.013825 -6.2967 0.54247
3201 A 6.7296 1.7331 -0.48616 6.9611 6.0376
3202 A 11.879 0.53149 -2.1034 18.916 -4.179
3203 A -6.1603 0.61976 -0.95015 -7.4422 -3.1654
3204 A -9.3735 0.55282 0.69416 -11.982 -3.5744
3205 A 3.15 0.11918 -1.7155 0.78807 8.9543
3206 A 3.9285 -1.7463 0.074398 0.8263 11.479
3207 A 2.2796 -0.21051 -1.334 7.3472 -9.2675
3208 A -6.3522 0.58867 -0.53159 -14.176 11.841
3209 A 21.43 0.03651 -0.41382 31.928 -2.8221
3210 A 1.6308 -0.70427 0.32972 3.5514 -2.7745
3211 A -10.446 0.3819 1.3282 -7.6818 -17.269
3212 A 8.571 -2.0086 -0.080711 7.6225 11.205
3213 A 1.143 0.53815 0.13464 4.9319 -7.8005
3214 A -1.887 0.83898 -0.040436 -3.3264 1.3225
3215 A 0.38756 0.38627 -1.0282 -1.8755 5.7784
3216 A 4.7062 -2.2878 0.86014 3.0726 8.7959
3217 A 3.1344 0.12885 -2.3014 4.0406 1.4091
3218 A 0.64443 -0.0081875 0.67909 3.2104 -5.4495
3219 A 2.9555 0.73744 -0.82072 2.4109 4.265
3220 A -1.1457 -0.64384 -0.29263 -1.5532 -0.047877
3221 A 6.4579 -0.24722 -0.28698 8.8567 1.0038
3222 A -4.91 -0.93714 -0.099342 -4.7392 -5.1762
3223 A 3.9878 0.25182 0.32777 2.0116 8.5357
3224 A -6.6296 0.84101 -0.27932 -9.1754 -0.8388
3225 A 4.2492 -1.5923 0.94716 2.1662 9.253
3226 A -4.1668 -1.3398 -1.2453 -6.1078 0.75944
3227 A 8.0052 -0.043441 1.6159 13.864 -5.86
3228 A 8.9567 0.14071 0.53637 10.928 4.319
3229 A 25.24 0.17462 -1.9263 37.659 -3.2329
3230 A 3.4716 0.34959 -0.76819 3.1578 4.303
3231 A -10.499 1.0543 0.80481 -18.443 7.6407
3232 A 3.6746 0.31319 -0.20813 6.1229 -2.025
3233 A 4.6161 -0.22024 -1.5678 6.6621 0.17959
3234 A 2.4533 1.5405 1.2469 1.0838 5.2036
3235 A 0.40992 0.34299 -1.6929 1.8087 -2.625
3236 A 2.5171 -0.83237 0.56097 1.4013 5.1871
3237 A -7.7415 -1.227 -0.34567 -15.715 11.061
3238 A 7.767 -0.29126 -0.28775 6.7939 10.199
3239 A -6.2921 -1.3309 -1.4149 -0.75045 -18.816
3240 A 7.175 -0.35138 0.87839 6.0198 9.8422
3241 A -29.854 -0.27095 1.9219 -40.494 -5.5525
3242 A -0.24829 0.28021 0.87944 -4.9405 10.504
3243 A 9.256 -0.71774 -0.022089 18.764 -12.728
3244 A -4.8839 -1.7817 -1.6687 -5.7882 -2.2383
3245 A -9.0299 -1.1084 0.46827 -7.6782 -12.152
3246 A 7.5716 -0.34457 -0.78547 7.6715 7.5907
3247 A 4.7656 -0.59064 0.85561 8.9581 -5.0212
3248 A 14.488 0.99697 0.37646 13.918 15.711
3249 A -15.353 -0.3298 1.092 -22.113 0.16416
3250 A -7.3238 0.55967 0.64948 -4.7627 -13.563
3251 A 4.6929 -0.074589 -0.98309 8.9976 -5.1353
3252 A -5.5859 0.40708 -0.1747 -6.987 -2.4024
3253 A 3.1543 0.98995 0.82812 6.1453 -4.1019
3254 A 4.5714 1.4275 0.42807 6.2979 0.27112
3255 A 1.6045 -0.45712 -1.0297 1.7887 1.4368
3256 A -2.7945 0.27031 -1.2766 -2.3571 -3.6702
3257 A 14.605 -0.84847 -0.77002 15.848 12.097
3258 A 1.3226 -1.1647 1.5676 -1.5037 7.861
3259 A 0.59639 0.36398 0.79994 4.2961 -8.2257
3260 A 5.5485 -1.6798 -1.2424 10.43 -5.306
3261 A -4.5377 0.020186 -2.0894 -10.041 8.6106
3262 A 5.1727 -1.5235 -1.0631 5.1784 5.6347
3263 A 10.693 -0.78232 -0.85503 13.801 3.8066
3264 A -11.754 2.0197 -0.82157 -13.413 -8.1825
3265 A -25.433 0.66001 -0.88574 5.7162 -98.289
3266 A -5.3652 1.7304 -0.80247 -4.1816 -8.3269
3267 A 6.5382 0.18108 -2.0275 -0.56133 23.467
3268 A -3.5218 -1.2149 1.4275 -4.3924 -1.5554
3269 A -8.2775 1.4726 0.25164 -10.345 -3.81
3270 A 0.68866 1.0537 -0.023955 4.3951 -8.126
3271 A 2.3453 -0.83842 0.62434 6.1164 -6.3987
3272 A 3.1561 1.1631 0.59049 4.021 0.87158
3273 A 20.425 0.43544 -0.54089 16.854 28.945
3274 A 7.6988 -1.0462 0.65187 3.9937 16.474
3275 A 0.21286 1.5353 1.9918 -4.9796 11.741
3276 A -4.5498 -0.25131 0.3254 -2.7246 -8.859
3277 A 6.3078 -0.44738 1.4838 9.3173 -0.83491
3278 A 6.7733 1.3062 -0.2476 10.404 -1.8177
3279 A 5.0354 -1.3909 -0.074321 8.7984 -3.4581
3280 A 8.9981 0.32967 0.2286 6.5061 14.795
3281 A 9.6996 0.51191 0.92366 7.4385 14.817
3282 A -3.2531 -0.42715 -1.6906 -7.0715 5.983
3283 A 4.7656 0.9675 -0.19924 5.866 2.1095
3284 A -15.938 -0.47011 1.3351 -19.481 -7.9488
3285 A 3.2259 -0.42363 0.81281 3.3299 2.9452
3286 A 3.7113 0.51841 -0.65385 -0.71953 14.104
3287 A 11.538 -0.089192 1.5194 25.506 -21.196
3288 A 6.3525 -1.3506 -1.0605 9.5175 -0.57662
3289 A 3.8736 -1.3249 0.95393 7.5065 -4.5088
3290 A 1.1063 -0.71677 -0.34929 3.1413 -3.4546
3291 A -17.563 0.79221 -0.58226 -24.942 -0.52653
3292 A -1.8274 -0.76741 0.5347 1.1647 -8.7853
3293 A -0.31624 -0.8695 -0.20604 6.3826 -15.77
3294 A 8.9284 0.23443 -1.1798 1.0319 27.586
3295 A -7.4849 2.0858 -0.64457 -4.472 -14.818
3296 A 13.72 -0.13402 1.5039 18.141 3.2891
3297 A 6.1841 0.76229 1.2517 -1.2155 23.165
3298 A 12.355 -0.92242 -1.1867 14.004 8.9621
3299 A 2.8445 -1.1846 -1.0138 3.0133 2.8416
3300 A -5.5972 1.0757 -0.18864 -0.78101 -17.03
3301 A -10.245 -1.3022 1.3911 -15.059 0.88614
3302 A -6.2981 1.3721 0.80842 -5.0589 -9.6067
3303 A 0.73593 2.1841 1.4863 2.7134 -4.4852
3304 A 27.454 -0.68553 0.15118 29.009 24.143
3305 A -13.316 2.0179 -0.39694 -18.999 -0.43574
3306 A -5.7905 -0.49511 -1.2015 -5.4776 -6.2857
3307 A 2.2896 -0.018517 0.44023 -2.6618 13.791
3308 A 0.64897 -0.77112 -0.42676 0.013766 2.3367
3309 A 2.075 0.051215 -1.9401 0.22053 6.7349
3310 A -0.58745 -0.034 2.2645 -5.2234 9.8523
3311 A -7.8059 -0.044535 -0.62195 -10.411 -1.6818
3312 A 5.5824 1.6252 -0.47239 7.0241 2.0726
3313 A -9.7984 0.27077 -0.97515 -14.276 0.68584
3314 A 1.0864 0.58366 0.85173 1.925 -1.1012
3315 A 0.40799 -0.5815 -1.1558 3.4799 -6.4661
3316 A 2.0432 0.65128 -0.24162 -2.7337 13.138
3317 A 0.2843 1.4092 -0.30497 0.56462 -0.55193
3318 A 13.925 -0.026874 -0.11638 21.781 -4.2642
3319 A -0.84288 -0.55507 -0.36576 1.4791 -6.1141
3320 A -11.091 -0.32733 0.50319 -14.033 -4.3489
3321 A -1.0279 0.24217 -0.99171 -2.7273 3.0539
3322 A 3.2006 -0.97806 0.78807 6.5748 -4.614
3323 A -7.8042 -1.5653 -1.6911 -14.186 7.5644
3324 A 9.0168 -0.50332 -0.086058 13.988 -2.4087
3325 A -4.0618 -1.5182 -0.1717 -10.096 10.265
3326 A -8.1866 1.4246 1.1866 -4.2537 -17.868
3327 A -4.6399 -0.67673 -2.084 -8.0841 3.8192
3328 A -0.34575 -0.82057 -0.81363 3.7353 -9.598
3329 A 3.5781 -1.4033 0.74442 7.5651 -5.5851
3330 A -11.383 -0.61275 0.55908 -4.1929 -28.245
3331 A -3.2475 -0.17719 0.62778 -4.262 -0.98267
3332 A -8.0977 -0.87254 0.14954 -4.1643 -17.223
3333 A -11.178 -0.71691 0.064148 -12.097 -9.0199
3334 A 0.59422 0.60777 -1.9725 2.7269 -4.149
3335 A -0.00099772 0.36239 0.014328 3.3054 -7.7788
3336 A 6.2686 -0.25121 -1.7889 3.7251 12.597
3337 A 5.5759 1.0257 0.22193 6.6828 2.8316
3338 A 2.0529 1.3733 -0.2202 3.266 -0.95335
3339 A -4.6562 -0.29837 -0.89166 -6.6228 0.09243
3340 A -3.6517 1.244 -0.76641 -9.4302 9.7212
3341 A 12.728 1.1229 -0.96124 15.801 5.6362
3342 A 6.7414 -0.16063 -0.13631 9.378 0.69524
3343 A 2.7592 1.5547 1.9178 -4.6442 19.477
3344 A -10.577 -0.78631 -0.26718 -17.877 6.5421
3345 A 10.168 0.53422 0.23601 14.233 0.63983
3346 A -22.136 -0.30967 1.1344 -28.916 -6.6378
3347 A 26.506 0.82928 0.12911 34.512 7.8871
3348 A -1.6331 -0.062214 -1.817 -3.5414 3.1198
3349 A 1.7845 -0.70702 0.24136 1.1851 3.2758
3350 A 7.1815 -0.503 0.87566 0.6754 22.36
3351 A -1.4602 0.49237 0.9384 -7.5796 12.567
3352 A 10.634 0.4384 -0.81792 11.995 7.6106
3353 A 0.2785 -1.7884 -0.36521 0.55422 -0.0026828
3354 A -0.83838 0.95128 0.2271 -0.853 -1.0082
3355 A -5.9593 1.7974 -1.9974 -5.9371 -6.0275
3356 A 0.25726 1.4437 0.38396 0.079165 0.36959
3357 A -14.698 -0.59686 0.2905 -17.476 -8.2865
3358 A -8.6738 -1.1329 0.7236 -8.7515 -8.4966
3359 A 5.6338 -0.5 -0.93067 5.2491 6.8174
3360 A -2.7052 0.51031 -0.22637 -7.6188 8.6899
3361 A -0.67678 0.22476 -0.52056 -1.4677 1.2125
3362 A -7.4044 -0.1505 -0.18607 -3.2112 -17.194
3363 A 2.4179 -1.3142 0.78216 2.989 1.1945
3364 A -1.7201 0.99991 -0.19215 -3.101 1.3528
3365 A 13.782 -0.51616 0.5375 11.369 19.523
3366 A -7.8007 -0.043426 1.5404 -12.324 2.4377
3367 A 0.052909 -1.7085 0.45264 3.6776 -8.1944
3368 A -4.0286 -0.048013 -0.5796 -2.8289 -6.7567
3369 A -7.2173 -0.23693 -0.074519 -9.2253 -2.5403
3370 A 0.33872 -0.6832 0.35116 -0.75706 2.9539
3371 A -6.0452 -1.6649 -0.37336 -8.9837 1.1013
3372 A -3.5108 0.096139 -0.67817 -5.1852 0.46384
3373 A -3.5499 3.1158 -0.62154 -3.7295 -3.5772
3374 A -1.9622 -1.5897 0.91955 -4.0955 3.1109
3375 A -1.9567 -2.1814 1.0946 -0.45732 -5.2901
3376 A 9.2771 -0.27867 0.37868 1.9378 26.463
3377 A -1.0238 -0.60631 -0.39083 3.1888 -10.695
3378 A -0.38424 -0.32909 -1.246 0.12985 -1.3238
3379 A -16.778 -1.7465 0.46666 -17.675 -14.612
3380 A 8.6002 -0.049419 0.83073 8.7972 8.082
3381 A -1.0564 0.865 0.39401 -2.998 3.2548
3382 A -2.6234 -3.0664 0.0037952 -3.446 -0.21426
3383 A -18.339 0.53264 0.87197 -18.326 -18.757
3384 A -3.2527 0.81627 -1.5346 -0.88676 -8.6804
3385 A -19.383 0.31609 0.21136 -29.392 3.7213
3386 A -5.0281 0.39156 0.78127 -8.4687 2.7622
3387 A 2.9176 1.7184 -0.42807 2.9632 2.62
3388 A 10.32 -0.88849 0.84593 16.154 -3.2001
3389 A 4.3222 1.385 -0.052586 11.879 -13.496
3390 A -0.54067 -0.48418 0.6425 -1.8215 2.417
3391 A 5.859 0.79089 0.17045 12.51 -9.7718
3392 A -1.121 -0.65746 -0.11727 -1.9435 0.91824
3393 A 12.364 -2.1883 0.46428 18.601 -1.7979
3394 A 5.1188 -1.0885 1.0596 -5.4521 29.832
3395 A -2.3922 -1.3554 -0.89099 -1.0916 -5.0714
3396 A -2.6462 1.3585 0.0049701 -1.0172 -6.6969
3397 A 0.87882 -0.039907 -0.019646 0.45839 1.8771
3398 A 0.20328 0.14276 0.20948 0.79693 -1.239
3399 A -0.87616 0.5611 1.3324 -1.8321 1.0306
3400 A 5.7519 0.30134 -0.84329 5.7176 5.9705
3401 A -7.5966 -1.9301 0.43951 -11.754 2.2886
3402 A -0.31984 -0.036873 -0.9351 -1.3556 2.2567
3403 A 2.8498 -0.22247 1.2298 9.9258 -13.805
3404 A -7.6434 0.77109 0.50446 -8.1466 -6.7462
3405 A 6.9228 1.0296 -0.36865 5.6526 9.8341
3406 A -7.1873 0.30696 -1.7176 -8.8144 -3.2152
3407 A 2.4747 -0.56432 1.3433 4.6292 -2.662
3408 A 1.4054 -0.38614 1.44 4.6375 -6.3004
3409 A -2.483 0.17572 -0.66561 -0.89353 -6.1307
3410 A -2.3612 -0.85959 0.7913 -0.35474 -7.0512
3411 A 6.8746 -0.78923 1.8165 6.5851 7.4359
3412 A -13.553 -0.49202 0.049642 -19.201 -0.41243
3413 A -3.4142 0.51515 1.4547 -3.1714 -4.3385
3414 A 6.2514 0.7296 -0.42709 9.5809 -1.5158
3415 A 3.8203 -0.087831 0.59691 7.1999 -4.1185
3416 A -6.0718 1.203 0.8715 -10 2.697
3417 A 1.3457 -0.94892 0.058495 1.063 2.1653
3418 A 4.0316 -0.90117 -0.74513 -1.4702 17.178
3419 A -0.48107 -0.029085 1.3167 0.67508 -3.3979
3420 A -0.33748 -0.88842 -1.4909 2.1512 -5.7498
3421 A -1.0475 0.96523 -1.119 -2.873 3.2289
3422 A -16.362 1.0472 -0.13235 -22.603 -2.0899
3423 A -6.191 0.20252 2.6342 -2.4477 -15.451
3424 A 1.9263 1.563 0.17374 4.0921 -3.4013
3425 A -1.2442 -0.59047 0.76631 -0.11027 -3.93
3426 A -9.7274 -0.45313 -1.8268 -6.2184 -17.615
3427 A 2.2311 2.4297 -1.2198 4.488 -3.2185
3428 A -2.887 0.26673 -0.53163 -1.6443 -5.7666
3429 A 4.7173 -0.5088 1.6075 6.1728 1.1768
3430 A -8.5626 -0.96607 -0.34453 -7.5324 -10.819
3431 A 2.8713 -1.068 0.38232 4.605 -1.0356
3432 A 9.7248 -1.3417 -0.99127 12.653 3.3646
3433 A 4.8826 1.433 0.13997 5.7489 2.6392
3434 A 1.5679 -1.7256 1.6297 4.3166 -4.8166
3435 A -5.072 -0.29438 -1.0943 -7.3817 0.50681
3436 A -2.5877 -0.25375 0.051407 -2.9373 -1.7599
3437 A 1.8798 0.8551 -0.37947 4.8587 -5.1347
3438 A -6.418 1.4654 0.66308 -6.1642 -7.4196
3439 A 2.1595 -0.26443 -0.19568 1.8985 2.8634
3440 A -6.6039 0.14578 0.12133 -10.129 1.5212
3441 A 6.0165 -0.29293 0.046692 8.141 1.1506
3442 A -9.4287 -1.5874 -1.2687 -11.065 -5.2127
3443 A 5.3667 0.36308 0.57391 4.3047 7.7328
3444 A 1.3265 0.36538 -0.055867 0.5297 3.1452
3445 A 5.0594 0.78792 -0.83304 -12.148 45.26
3446 A -1.8194 -0.0064615 -0.79674 -4.3889 4.2951
3447 A -5.7048 0.30159 -1.3232 -4.1181 -9.2839
3448 A -9.1324 -1.0097 2.2679 -4.1342 -21.081
3449 A -3.3415 -0.62124 -1.7799 -7.6124 6.9971
3450 A 2.8154 -0.60883 0.53657 -3.7207 18.102
3451 A -1.0021 -1.0984 0.72054 -1.8437 1.0163
3452 A 5.0784 0.3664 0.71155 9.6472 -5.7197
3453 A 0.74489 0.51245 -0.24971 4.8622 -8.8997
3454 A -7.2048 -1.5259 -0.57549 -5.8187 -10.148
3455 A -3.0505 -1.3235 -0.34055 -9.096 11.308
3456 A -13.885 0.59765 -1.2506 -13.924 -13.799
3457 A 8.0859 0.37385 1.0109 1.1258 24.162
3458 A 4.5282 1.0898 0.34202 1.8517 10.572
3459 A -5.4582 0.7162 1.3961 -5.3285 -6.1594
3460 A 14.97 0.46135 -1.8729 18.29 7.5818
3461 A -5.5795 0.051597 -0.85615 -7.2693 -1.5488
3462 A -7.6498 -0.030298 -0.18214 -11.805 2.017
3463 A 16.315 -1.6657 -0.67708 5.0037 43.237
3464 A -8.5378 0.91075 -0.60865 -5.6462 -15.407
